"qname"	"qlen"	"qstart"	"qend"	"strand"	"tname"	"tlen"	"tstart"	"tend"	"nmatch"	"alen"	"mapq"	"tp"	"cm"	"s1"	"s2"	"dv"	"rl"	"contig"	"name2"	"name"	"sample_id"	"hap_struc"	"hap_struc_d"	"hap_block_start"	"chrom"	"start"	"end"
"ENST00000414303.7"	1584	4	1583	"+"	"HG02055#2#JAHEPJ010000017.1_24870122_25298560_1"	428438	277142	285412	1563	8270	0	"S"	488	1488	NA	5e-04	0	"HG02055#2#JAHEPJ010000017.1_24870122_25298560_1"	"AMY2A-201"	"2A"	"HG02055"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	154	"HG02055#2#JAHEPJ010000017.1_24870122_25298560_1"	277142	285412
"ENST00000610648.1"	1736	4	1733	"+"	"HG02055#2#JAHEPJ010000017.1_24870122_25298560_1"	428438	115054	123476	1720	8422	2	"P"	531	1638	1626	1e-04	0	"HG02055#2#JAHEPJ010000017.1_24870122_25298560_1"	"AMY2B-208"	"2B"	"HG02055"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	154	"HG02055#2#JAHEPJ010000017.1_24870122_25298560_1"	115054	123476
"ENST00000610648.1"	1736	4	1733	"+"	"HG02055#2#JAHEPJ010000017.1_24870122_25298560_1"	428438	230803	239225	1708	8422	0	"S"	527	1626	NA	6e-04	0	"HG02055#2#JAHEPJ010000017.1_24870122_25298560_1"	"AMY2B-208"	"2B"	"HG02055"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	154	"HG02055#2#JAHEPJ010000017.1_24870122_25298560_1"	230803	239225
"ENST00000370083.9"	1785	2	1784	"+"	"HG005#2#JAHEPN010000023.1_51542210_51950070_0"	407860	199623	208415	1769	8792	0	"P"	557	1686	1686	1e-04	0	"HG005#2#JAHEPN010000023.1_51542210_51950070_0"	"AMY1A-201"	"1"	"HG005"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"HG005#2#JAHEPN010000023.1_51542210_51950070_0"	199623	208415
"ENST00000370083.9"	1785	2	1784	"+"	"HG005#2#JAHEPN010000023.1_51542210_51950070_0"	407860	293767	302559	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG005#2#JAHEPN010000023.1_51542210_51950070_0"	"AMY1A-201"	"1"	"HG005"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"HG005#2#JAHEPN010000023.1_51542210_51950070_0"	293767	302559
"ENST00000370083.9"	1785	2	1784	"-"	"HG005#2#JAHEPN010000023.1_51542210_51950070_0"	407860	231275	240068	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG005#2#JAHEPN010000023.1_51542210_51950070_0"	"AMY1A-201"	"1"	"HG005"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"HG005#2#JAHEPN010000023.1_51542210_51950070_0"	231275	240068
"ENST00000414303.7"	1584	4	1583	"+"	"HG005#2#JAHEPN010000023.1_51542210_51950070_0"	407860	161365	169635	1574	8270	30	"P"	491	1499	1342	1e-04	0	"HG005#2#JAHEPN010000023.1_51542210_51950070_0"	"AMY2A-201"	"2A"	"HG005"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"HG005#2#JAHEPN010000023.1_51542210_51950070_0"	161365	169635
"ENST00000610648.1"	1736	4	1733	"+"	"HG005#2#JAHEPN010000023.1_51542210_51950070_0"	407860	115040	123464	1720	8424	48	"P"	531	1638	1371	1e-04	0	"HG005#2#JAHEPN010000023.1_51542210_51950070_0"	"AMY2B-208"	"2B"	"HG005"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"HG005#2#JAHEPN010000023.1_51542210_51950070_0"	115040	123464
"ENST00000370083.9"	1785	2	1784	"+"	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	545188	431198	439988	1769	8790	0	"P"	557	1686	1686	1e-04	0	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	"AMY1A-201"	"1"	"HG02145"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	154	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	431198	439988
"ENST00000370083.9"	1785	2	1784	"+"	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	545188	315448	324228	1769	8780	0	"S"	557	1686	NA	1e-04	0	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	"AMY1A-201"	"1"	"HG02145"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	154	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	315448	324228
"ENST00000370083.9"	1785	2	1784	"+"	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	545188	199706	208485	1769	8779	0	"S"	557	1686	NA	1e-04	0	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	"AMY1A-201"	"1"	"HG02145"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	154	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	199706	208485
"ENST00000414303.7"	1584	4	1583	"+"	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	545188	277194	285464	1563	8270	0	"P"	488	1488	1488	5e-04	0	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	"AMY2A-201"	"2A"	"HG02145"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	154	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	277194	285464
"ENST00000414303.7"	1584	4	1583	"+"	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	545188	161447	169717	1563	8270	0	"S"	488	1488	NA	5e-04	0	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	"AMY2A-201"	"2A"	"HG02145"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	154	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	161447	169717
"ENST00000414303.7"	1584	4	1583	"+"	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	545188	392939	401209	1563	8270	0	"S"	488	1488	NA	5e-04	0	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	"AMY2A-201"	"2A"	"HG02145"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	154	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	392939	401209
"ENST00000610648.1"	1736	4	1733	"+"	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	545188	346601	355023	1720	8422	0	"P"	531	1638	1638	1e-04	0	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	"AMY2B-208"	"2B"	"HG02145"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	154	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	346601	355023
"ENST00000610648.1"	1736	4	1733	"+"	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	545188	230856	239278	1720	8422	0	"S"	531	1638	NA	1e-04	0	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	"AMY2B-208"	"2B"	"HG02145"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	154	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	230856	239278
"ENST00000610648.1"	1736	4	1733	"+"	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	545188	115109	123531	1720	8422	0	"S"	531	1638	NA	1e-04	0	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	"AMY2B-208"	"2B"	"HG02145"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	154	"HG02145#1#JAHKSG010000134.1_2102465_2647653_1"	115109	123531
"ENST00000370083.9"	1785	2	1784	"+"	"HG03540#1#JAGYVY010000208.1_95187_596142_0"	500955	293744	302536	1769	8792	0	"P"	557	1686	1686	1e-04	0	"HG03540#1#JAGYVY010000208.1_95187_596142_0"	"AMY1A-201"	"1"	"HG03540"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"HG03540#1#JAGYVY010000208.1_95187_596142_0"	293744	302536
"ENST00000370083.9"	1785	2	1784	"+"	"HG03540#1#JAGYVY010000208.1_95187_596142_0"	500955	199606	208399	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG03540#1#JAGYVY010000208.1_95187_596142_0"	"AMY1A-201"	"1"	"HG03540"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"HG03540#1#JAGYVY010000208.1_95187_596142_0"	199606	208399
"ENST00000370083.9"	1785	2	1784	"+"	"HG03540#1#JAGYVY010000208.1_95187_596142_0"	500955	387871	396662	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG03540#1#JAGYVY010000208.1_95187_596142_0"	"AMY1A-201"	"1"	"HG03540"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"HG03540#1#JAGYVY010000208.1_95187_596142_0"	387871	396662
"ENST00000370083.9"	1785	2	1784	"-"	"HG03540#1#JAGYVY010000208.1_95187_596142_0"	500955	325397	334189	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG03540#1#JAGYVY010000208.1_95187_596142_0"	"AMY1A-201"	"1"	"HG03540"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"HG03540#1#JAGYVY010000208.1_95187_596142_0"	325397	334189
"ENST00000370083.9"	1785	2	1784	"-"	"HG03540#1#JAGYVY010000208.1_95187_596142_0"	500955	231262	240054	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG03540#1#JAGYVY010000208.1_95187_596142_0"	"AMY1A-201"	"1"	"HG03540"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"HG03540#1#JAGYVY010000208.1_95187_596142_0"	231262	240054
"ENST00000414303.7"	1584	4	1583	"+"	"HG03540#1#JAGYVY010000208.1_95187_596142_0"	500955	161341	169611	1563	8270	28	"P"	488	1488	1342	5e-04	0	"HG03540#1#JAGYVY010000208.1_95187_596142_0"	"AMY2A-201"	"2A"	"HG03540"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"HG03540#1#JAGYVY010000208.1_95187_596142_0"	161341	169611
"ENST00000610648.1"	1736	4	1733	"+"	"HG03540#1#JAGYVY010000208.1_95187_596142_0"	500955	115011	123435	1720	8424	48	"P"	531	1638	1371	1e-04	0	"HG03540#1#JAGYVY010000208.1_95187_596142_0"	"AMY2B-208"	"2B"	"HG03540"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"HG03540#1#JAGYVY010000208.1_95187_596142_0"	115011	123435
"ENST00000370083.9"	1785	2	1784	"-"	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	500980	325356	334149	1769	8793	0	"P"	557	1686	1686	1e-04	0	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	"AMY1A-201"	"1"	"NA18906"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	325356	334149
"ENST00000370083.9"	1785	2	1784	"+"	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	500980	199586	208378	1769	8792	0	"S"	557	1686	NA	1e-04	0	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	"AMY1A-201"	"1"	"NA18906"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	199586	208378
"ENST00000370083.9"	1785	2	1784	"+"	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	500980	293700	302492	1769	8792	0	"S"	557	1686	NA	1e-04	0	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	"AMY1A-201"	"1"	"NA18906"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	293700	302492
"ENST00000370083.9"	1785	2	1784	"+"	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	500980	387830	396622	1769	8792	0	"S"	557	1686	NA	1e-04	0	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	"AMY1A-201"	"1"	"NA18906"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	387830	396622
"ENST00000370083.9"	1785	2	1784	"-"	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	500980	231242	240034	1769	8792	0	"S"	557	1686	NA	1e-04	0	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	"AMY1A-201"	"1"	"NA18906"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	231242	240034
"ENST00000414303.7"	1584	4	1583	"+"	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	500980	161333	169596	1569	8263	29	"P"	486	1494	1342	8e-04	0	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	"AMY2A-201"	"2A"	"NA18906"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	161333	169596
"ENST00000610648.1"	1736	4	1733	"+"	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	500980	115014	123434	1720	8420	48	"P"	531	1638	1371	1e-04	0	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	"AMY2B-208"	"2B"	"NA18906"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"NA18906#2#JAHEON010000009.1_93748295_94249275_0"	115014	123434
"ENST00000370083.9"	1785	2	1784	"-"	"HG02486#1#JAGYVM010000007.1_28868414_29370339_1"	501925	231363	240155	1769	8792	0	"P"	557	1686	1686	1e-04	0	"HG02486#1#JAGYVM010000007.1_28868414_29370339_1"	"AMY1A-201"	"1"	"HG02486"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-7.0-9.0-4.0-2.1-5.0-2.0-1.0"	154	"HG02486#1#JAGYVM010000007.1_28868414_29370339_1"	231363	240155
"ENST00000370083.9"	1785	2	1784	"+"	"HG02486#1#JAGYVM010000007.1_28868414_29370339_1"	501925	199695	208496	1769	8801	0	"S"	557	1686	NA	1e-04	0	"HG02486#1#JAGYVM010000007.1_28868414_29370339_1"	"AMY1A-201"	"1"	"HG02486"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-7.0-9.0-4.0-2.1-5.0-2.0-1.0"	154	"HG02486#1#JAGYVM010000007.1_28868414_29370339_1"	199695	208496
"ENST00000370083.9"	1785	2	1784	"+"	"HG02486#1#JAGYVM010000007.1_28868414_29370339_1"	501925	387943	396733	1767	8790	0	"S"	552	1684	NA	7e-04	0	"HG02486#1#JAGYVM010000007.1_28868414_29370339_1"	"AMY1A-201"	"1"	"HG02486"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-7.0-9.0-4.0-2.1-5.0-2.0-1.0"	154	"HG02486#1#JAGYVM010000007.1_28868414_29370339_1"	387943	396733
"ENST00000370083.9"	1785	2	1784	"+"	"HG02486#1#JAGYVM010000007.1_28868414_29370339_1"	501925	293837	302617	1765	8780	0	"S"	553	1682	NA	6e-04	0	"HG02486#1#JAGYVM010000007.1_28868414_29370339_1"	"AMY1A-201"	"1"	"HG02486"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-7.0-9.0-4.0-2.1-5.0-2.0-1.0"	154	"HG02486#1#JAGYVM010000007.1_28868414_29370339_1"	293837	302617
"ENST00000370083.9"	1785	2	1784	"-"	"HG02486#1#JAGYVM010000007.1_28868414_29370339_1"	501925	325479	334259	1763	8780	0	"S"	548	1680	NA	0.0012	0	"HG02486#1#JAGYVM010000007.1_28868414_29370339_1"	"AMY1A-201"	"1"	"HG02486"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-7.0-9.0-4.0-2.1-5.0-2.0-1.0"	154	"HG02486#1#JAGYVM010000007.1_28868414_29370339_1"	325479	334259
"ENST00000414303.7"	1584	4	1583	"+"	"HG02486#1#JAGYVM010000007.1_28868414_29370339_1"	501925	161440	169710	1563	8270	11	"P"	488	1488	1428	5e-04	0	"HG02486#1#JAGYVM010000007.1_28868414_29370339_1"	"AMY2A-201"	"2A"	"HG02486"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-7.0-9.0-4.0-2.1-5.0-2.0-1.0"	154	"HG02486#1#JAGYVM010000007.1_28868414_29370339_1"	161440	169710
"ENST00000610648.1"	1736	4	1733	"+"	"HG02486#1#JAGYVM010000007.1_28868414_29370339_1"	501925	115098	123521	1720	8423	47	"P"	531	1638	1373	1e-04	0	"HG02486#1#JAGYVM010000007.1_28868414_29370339_1"	"AMY2B-208"	"2B"	"HG02486"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-7.0-9.0-4.0-2.1-5.0-2.0-1.0"	154	"HG02486#1#JAGYVM010000007.1_28868414_29370339_1"	115098	123521
"ENST00000370083.9"	1785	2	1784	"-"	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	407792	231288	240081	1769	8793	0	"P"	557	1686	1686	1e-04	0	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	"AMY1A-201"	"1"	"HG01258"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	98	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	231288	240081
"ENST00000370083.9"	1785	2	1784	"+"	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	407792	199634	208425	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	"AMY1A-201"	"1"	"HG01258"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	98	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	199634	208425
"ENST00000370083.9"	1785	2	1784	"+"	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	407792	293767	302561	1769	8794	0	"S"	557	1686	NA	1e-04	0	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	"AMY1A-201"	"1"	"HG01258"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	98	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	293767	302561
"ENST00000414303.7"	1584	4	1583	"+"	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	407792	161380	169650	1574	8270	30	"P"	491	1499	1342	1e-04	0	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	"AMY2A-201"	"2A"	"HG01258"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	98	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	161380	169650
"ENST00000610648.1"	1736	4	1733	"+"	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	407792	115043	123465	1720	8422	48	"P"	531	1638	1371	1e-04	0	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	"AMY2B-208"	"2B"	"HG01258"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	98	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	115043	123465
