"qname"	"qlen"	"qstart"	"qend"	"strand"	"tname"	"tlen"	"tstart"	"tend"	"nmatch"	"alen"	"mapq"	"tp"	"cm"	"s1"	"s2"	"dv"	"rl"	"contig"	"name2"	"name"	"hap_struc"	"hap_struc_d"	"hap_block_start"	"chrom"	"start"	"end"
"ENST00000414303.7"	1584	4	1579	"+"	"HG02559#2#JAGYVJ010000037.1_52167780_52574597_1"	406817	161367	169633	1570	8266	30	"P"	490	1495	1339	1e-04	0	"HG02559#2#JAGYVJ010000037.1_52167780_52574597_1"	"AMY2A-201"	"2A"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	52167934	"HG02559#2#JAGYVJ010000037.1_52167780_52574597_1"	161367	169633
"ENST00000610648.1"	1736	4	1733	"+"	"HG02559#2#JAGYVJ010000037.1_52167780_52574597_1"	406817	115051	123473	1717	8422	47	"P"	526	1635	1371	8e-04	0	"HG02559#2#JAGYVJ010000037.1_52167780_52574597_1"	"AMY2B-208"	"2B"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	52167934	"HG02559#2#JAGYVJ010000037.1_52167780_52574597_1"	115051	123473
"ENST00000370083.9"	1785	2	1784	"+"	"HG02572#1#JAHAOW010000072.1_9428131_9835964_0"	407833	199607	208400	1769	8793	0	"P"	557	1686	1686	1e-04	0	"HG02572#1#JAHAOW010000072.1_9428131_9835964_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	9428229	"HG02572#1#JAHAOW010000072.1_9428131_9835964_0"	199607	208400
"ENST00000370083.9"	1785	2	1784	"+"	"HG02572#1#JAHAOW010000072.1_9428131_9835964_0"	407833	293734	302526	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG02572#1#JAHAOW010000072.1_9428131_9835964_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	9428229	"HG02572#1#JAHAOW010000072.1_9428131_9835964_0"	293734	302526
"ENST00000370083.9"	1785	2	1784	"-"	"HG02572#1#JAHAOW010000072.1_9428131_9835964_0"	407833	231263	240056	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG02572#1#JAHAOW010000072.1_9428131_9835964_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	9428229	"HG02572#1#JAHAOW010000072.1_9428131_9835964_0"	231263	240056
"ENST00000414303.7"	1584	4	1583	"+"	"HG02572#1#JAHAOW010000072.1_9428131_9835964_0"	407833	161355	169625	1574	8270	30	"P"	491	1499	1342	1e-04	0	"HG02572#1#JAHAOW010000072.1_9428131_9835964_0"	"AMY2A-201"	"2A"	"1-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	9428229	"HG02572#1#JAHAOW010000072.1_9428131_9835964_0"	161355	169625
"ENST00000610648.1"	1736	4	1733	"+"	"HG02572#1#JAHAOW010000072.1_9428131_9835964_0"	407833	115028	123450	1720	8422	48	"P"	531	1638	1371	1e-04	0	"HG02572#1#JAHAOW010000072.1_9428131_9835964_0"	"AMY2B-208"	"2B"	"1-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	9428229	"HG02572#1#JAHAOW010000072.1_9428131_9835964_0"	115028	123450
"ENST00000370083.9"	1785	2	1784	"+"	"HG02572#2#JAHAOV010000024.1_4460979_4890404_1"	429425	315443	324233	1769	8790	0	"P"	557	1686	1686	1e-04	0	"HG02572#2#JAHAOV010000024.1_4460979_4890404_1"	"AMY1A-201"	"1"	"1-2-5-4-6-3-0-4-2-5-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	4461133	"HG02572#2#JAHAOV010000024.1_4460979_4890404_1"	315443	324233
"ENST00000370083.9"	1785	2	1784	"+"	"HG02572#2#JAHAOV010000024.1_4460979_4890404_1"	429425	199692	208471	1769	8779	0	"S"	557	1686	NA	1e-04	0	"HG02572#2#JAHAOV010000024.1_4460979_4890404_1"	"AMY1A-201"	"1"	"1-2-5-4-6-3-0-4-2-5-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	4461133	"HG02572#2#JAHAOV010000024.1_4460979_4890404_1"	199692	208471
"ENST00000414303.7"	1584	4	1583	"+"	"HG02572#2#JAHAOV010000024.1_4460979_4890404_1"	429425	277180	285450	1563	8270	0	"P"	488	1488	1488	5e-04	0	"HG02572#2#JAHAOV010000024.1_4460979_4890404_1"	"AMY2A-201"	"2A"	"1-2-5-4-6-3-0-4-2-5-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	4461133	"HG02572#2#JAHAOV010000024.1_4460979_4890404_1"	277180	285450
"ENST00000414303.7"	1584	4	1583	"+"	"HG02572#2#JAHAOV010000024.1_4460979_4890404_1"	429425	161429	169699	1563	8270	0	"S"	488	1488	NA	5e-04	0	"HG02572#2#JAHAOV010000024.1_4460979_4890404_1"	"AMY2A-201"	"2A"	"1-2-5-4-6-3-0-4-2-5-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	4461133	"HG02572#2#JAHAOV010000024.1_4460979_4890404_1"	161429	169699
"ENST00000610648.1"	1736	4	1733	"+"	"HG02572#2#JAHAOV010000024.1_4460979_4890404_1"	429425	115091	123513	1720	8422	0	"P"	531	1638	1638	1e-04	0	"HG02572#2#JAHAOV010000024.1_4460979_4890404_1"	"AMY2B-208"	"2B"	"1-2-5-4-6-3-0-4-2-5-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	4461133	"HG02572#2#JAHAOV010000024.1_4460979_4890404_1"	115091	123513
"ENST00000610648.1"	1736	4	1733	"+"	"HG02572#2#JAHAOV010000024.1_4460979_4890404_1"	429425	230842	239264	1720	8422	0	"S"	531	1638	NA	1e-04	0	"HG02572#2#JAHAOV010000024.1_4460979_4890404_1"	"AMY2B-208"	"2B"	"1-2-5-4-6-3-0-4-2-5-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	4461133	"HG02572#2#JAHAOV010000024.1_4460979_4890404_1"	230842	239264
"ENST00000370083.9"	1785	2	1784	"+"	"HG02622#1#JAHAOO010000002.1_16673678_17080663_0"	406985	199725	208515	1769	8790	0	"P"	557	1686	1686	1e-04	0	"HG02622#1#JAHAOO010000002.1_16673678_17080663_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	16673776	"HG02622#1#JAHAOO010000002.1_16673678_17080663_0"	199725	208515
"ENST00000370083.9"	1785	2	1784	"+"	"HG02622#1#JAHAOO010000002.1_16673678_17080663_0"	406985	293847	302639	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG02622#1#JAHAOO010000002.1_16673678_17080663_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	16673776	"HG02622#1#JAHAOO010000002.1_16673678_17080663_0"	293847	302639
"ENST00000370083.9"	1785	2	1784	"-"	"HG02622#1#JAHAOO010000002.1_16673678_17080663_0"	406985	231376	240167	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG02622#1#JAHAOO010000002.1_16673678_17080663_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	16673776	"HG02622#1#JAHAOO010000002.1_16673678_17080663_0"	231376	240167
"ENST00000414303.7"	1584	4	1583	"+"	"HG02622#1#JAHAOO010000002.1_16673678_17080663_0"	406985	161427	169732	1568	8305	29	"P"	486	1493	1342	8e-04	0	"HG02622#1#JAHAOO010000002.1_16673678_17080663_0"	"AMY2A-201"	"2A"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	16673776	"HG02622#1#JAHAOO010000002.1_16673678_17080663_0"	161427	169732
"ENST00000610648.1"	1736	4	1733	"+"	"HG02622#1#JAHAOO010000002.1_16673678_17080663_0"	406985	115072	123494	1720	8422	48	"P"	531	1638	1371	1e-04	0	"HG02622#1#JAHAOO010000002.1_16673678_17080663_0"	"AMY2B-208"	"2B"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	16673776	"HG02622#1#JAHAOO010000002.1_16673678_17080663_0"	115072	123494
"ENST00000370083.9"	1785	2	1784	"+"	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	479222	366064	374855	1769	8791	0	"P"	557	1686	1686	1e-04	0	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	51551877	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	366064	374855
"ENST00000370083.9"	1785	2	1784	"-"	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	479222	303625	312417	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	51551877	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	303625	312417
"ENST00000370083.9"	1785	2	1784	"+"	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	479222	199563	208355	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	51551877	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	199563	208355
"ENST00000370083.9"	1785	2	1784	"-"	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	479222	231204	239995	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	51551877	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	231204	239995
"ENST00000414303.7"	1584	4	1583	"-"	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	479222	269979	278249	1571	8270	0	"P"	486	1496	1494	8e-04	0	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	"AMY2A-201"	"2A"	"1-2-5-2-6-4-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	51551877	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	269979	278249
"ENST00000414303.7"	1584	4	1583	"+"	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	479222	161309	169579	1569	8270	0	"S"	486	1494	NA	8e-04	0	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	"AMY2A-201"	"2A"	"1-2-5-2-6-4-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	51551877	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	161309	169579
"ENST00000610648.1"	1736	4	1733	"+"	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	479222	114978	123389	1717	8411	40	"P"	524	1635	1411	9e-04	0	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	"AMY2B-208"	"2B"	"1-2-5-2-6-4-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	51551877	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	114978	123389
"ENST00000370083.9"	1785	2	1784	"+"	"HG02630#1#JAHAOQ010000102.1_16672145_17079089_0"	406944	293812	302603	1769	8791	0	"P"	557	1686	1686	1e-04	0	"HG02630#1#JAHAOQ010000102.1_16672145_17079089_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	16672243	"HG02630#1#JAHAOQ010000102.1_16672145_17079089_0"	293812	302603
"ENST00000370083.9"	1785	2	1784	"+"	"HG02630#1#JAHAOQ010000102.1_16672145_17079089_0"	406944	199709	208499	1769	8790	0	"S"	557	1686	NA	1e-04	0	"HG02630#1#JAHAOQ010000102.1_16672145_17079089_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	16672243	"HG02630#1#JAHAOQ010000102.1_16672145_17079089_0"	199709	208499
"ENST00000370083.9"	1785	2	1784	"-"	"HG02630#1#JAHAOQ010000102.1_16672145_17079089_0"	406944	231359	240150	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG02630#1#JAHAOQ010000102.1_16672145_17079089_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	16672243	"HG02630#1#JAHAOQ010000102.1_16672145_17079089_0"	231359	240150
"ENST00000414303.7"	1584	4	1583	"+"	"HG02630#1#JAHAOQ010000102.1_16672145_17079089_0"	406944	161389	169694	1568	8305	29	"P"	486	1493	1342	8e-04	0	"HG02630#1#JAHAOQ010000102.1_16672145_17079089_0"	"AMY2A-201"	"2A"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	16672243	"HG02630#1#JAHAOQ010000102.1_16672145_17079089_0"	161389	169694
"ENST00000610648.1"	1736	4	1733	"+"	"HG02630#1#JAHAOQ010000102.1_16672145_17079089_0"	406944	115033	123455	1720	8422	48	"P"	531	1638	1371	1e-04	0	"HG02630#1#JAHAOQ010000102.1_16672145_17079089_0"	"AMY2B-208"	"2B"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	16672243	"HG02630#1#JAHAOQ010000102.1_16672145_17079089_0"	115033	123455
"ENST00000370083.9"	1785	2	1784	"+"	"HG02630#2#JAHAOP010000089.1_16669255_17076135_0"	406880	293792	302580	1769	8788	0	"P"	557	1686	1686	1e-04	0	"HG02630#2#JAHAOP010000089.1_16669255_17076135_0"	"AMY1A-201"	"1"	"1-2-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	16669353	"HG02630#2#JAHAOP010000089.1_16669255_17076135_0"	293792	302580
"ENST00000370083.9"	1785	2	1784	"+"	"HG02630#2#JAHAOP010000089.1_16669255_17076135_0"	406880	199641	208432	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG02630#2#JAHAOP010000089.1_16669255_17076135_0"	"AMY1A-201"	"1"	"1-2-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	16669353	"HG02630#2#JAHAOP010000089.1_16669255_17076135_0"	199641	208432
"ENST00000370083.9"	1785	2	1784	"-"	"HG02630#2#JAHAOP010000089.1_16669255_17076135_0"	406880	231306	240098	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG02630#2#JAHAOP010000089.1_16669255_17076135_0"	"AMY1A-201"	"1"	"1-2-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	16669353	"HG02630#2#JAHAOP010000089.1_16669255_17076135_0"	231306	240098
"ENST00000414303.7"	1584	4	1583	"+"	"HG02630#2#JAHAOP010000089.1_16669255_17076135_0"	406880	161373	169643	1563	8270	28	"P"	488	1488	1342	5e-04	0	"HG02630#2#JAHAOP010000089.1_16669255_17076135_0"	"AMY2A-201"	"2A"	"1-2-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	16669353	"HG02630#2#JAHAOP010000089.1_16669255_17076135_0"	161373	169643
"ENST00000610648.1"	1736	4	1733	"+"	"HG02630#2#JAHAOP010000089.1_16669255_17076135_0"	406880	115038	123460	1720	8422	48	"P"	531	1638	1371	1e-04	0	"HG02630#2#JAHAOP010000089.1_16669255_17076135_0"	"AMY2B-208"	"2B"	"1-2-5-2-4-6-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-4.0-6.0-2.0-5.0-4.0-6.0-3.0-0.0"	16669353	"HG02630#2#JAHAOP010000089.1_16669255_17076135_0"	115038	123460
"ENST00000370083.9"	1785	2	1784	"+"	"HG02717#1#JAHAOS010000015.1_16660311_17067250_0"	406939	293749	302540	1769	8791	0	"P"	557	1686	1686	1e-04	0	"HG02717#1#JAHAOS010000015.1_16660311_17067250_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	16660409	"HG02717#1#JAHAOS010000015.1_16660311_17067250_0"	293749	302540
"ENST00000370083.9"	1785	2	1784	"-"	"HG02717#1#JAHAOS010000015.1_16660311_17067250_0"	406939	231287	240077	1769	8790	0	"S"	557	1686	NA	1e-04	0	"HG02717#1#JAHAOS010000015.1_16660311_17067250_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	16660409	"HG02717#1#JAHAOS010000015.1_16660311_17067250_0"	231287	240077
"ENST00000370083.9"	1785	2	1784	"+"	"HG02717#1#JAHAOS010000015.1_16660311_17067250_0"	406939	199637	208427	1761	8790	0	"S"	551	1678	NA	8e-04	0	"HG02717#1#JAHAOS010000015.1_16660311_17067250_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	16660409	"HG02717#1#JAHAOS010000015.1_16660311_17067250_0"	199637	208427
"ENST00000414303.7"	1584	4	1583	"+"	"HG02717#1#JAHAOS010000015.1_16660311_17067250_0"	406939	161337	169642	1562	8305	28	"P"	480	1487	1342	0.0016	0	"HG02717#1#JAHAOS010000015.1_16660311_17067250_0"	"AMY2A-201"	"2A"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	16660409	"HG02717#1#JAHAOS010000015.1_16660311_17067250_0"	161337	169642
"ENST00000610648.1"	1736	4	1733	"+"	"HG02717#1#JAHAOS010000015.1_16660311_17067250_0"	406939	115004	123426	1720	8422	48	"P"	531	1638	1371	1e-04	0	"HG02717#1#JAHAOS010000015.1_16660311_17067250_0"	"AMY2B-208"	"2B"	"1-2-5-2-6-4-2-5-4-6-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	16660409	"HG02717#1#JAHAOS010000015.1_16660311_17067250_0"	115004	123426
"ENST00000370083.9"	1785	2	1784	"+"	"HG02717#2#JAHAOR010000006.1_19663827_20070693_1"	406866	293816	302606	1769	8790	0	"P"	557	1686	1686	1e-04	0	"HG02717#2#JAHAOR010000006.1_19663827_20070693_1"	"AMY1A-201"	"1"	"1-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.1-2.1-4.0-2.0-5.0-4.0-3.0-0.0"	19663981	"HG02717#2#JAHAOR010000006.1_19663827_20070693_1"	293816	302606
"ENST00000370083.9"	1785	2	1784	"-"	"HG02717#2#JAHAOR010000006.1_19663827_20070693_1"	406866	231342	240135	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG02717#2#JAHAOR010000006.1_19663827_20070693_1"	"AMY1A-201"	"1"	"1-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.1-2.1-4.0-2.0-5.0-4.0-3.0-0.0"	19663981	"HG02717#2#JAHAOR010000006.1_19663827_20070693_1"	231342	240135
"ENST00000370083.9"	1785	2	1784	"+"	"HG02717#2#JAHAOR010000006.1_19663827_20070693_1"	406866	199689	208480	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG02717#2#JAHAOR010000006.1_19663827_20070693_1"	"AMY1A-201"	"1"	"1-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.1-2.1-4.0-2.0-5.0-4.0-3.0-0.0"	19663981	"HG02717#2#JAHAOR010000006.1_19663827_20070693_1"	199689	208480
"ENST00000414303.7"	1584	4	1583	"+"	"HG02717#2#JAHAOR010000006.1_19663827_20070693_1"	406866	161431	169701	1563	8270	28	"P"	488	1488	1342	5e-04	0	"HG02717#2#JAHAOR010000006.1_19663827_20070693_1"	"AMY2A-201"	"2A"	"1-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.1-2.1-4.0-2.0-5.0-4.0-3.0-0.0"	19663981	"HG02717#2#JAHAOR010000006.1_19663827_20070693_1"	161431	169701
"ENST00000610648.1"	1736	4	1733	"+"	"HG02717#2#JAHAOR010000006.1_19663827_20070693_1"	406866	115094	123516	1720	8422	48	"P"	531	1638	1371	1e-04	0	"HG02717#2#JAHAOR010000006.1_19663827_20070693_1"	"AMY2B-208"	"2B"	"1-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.1-2.1-4.0-2.0-5.0-4.0-3.0-0.0"	19663981	"HG02717#2#JAHAOR010000006.1_19663827_20070693_1"	115094	123516
"ENST00000370083.9"	1785	2	1784	"+"	"HG02723#1#JAHEOU010000204.1_2102082_2414876_1"	312794	199716	208507	1769	8791	49	"P"	557	1686	1404	1e-04	0	"HG02723#1#JAHEOU010000204.1_2102082_2414876_1"	"AMY1A-201"	"1"	"1-2-5-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0"	2102236	"HG02723#1#JAHEOU010000204.1_2102082_2414876_1"	199716	208507
"ENST00000414303.7"	1584	4	1583	"+"	"HG02723#1#JAHEOU010000204.1_2102082_2414876_1"	312794	161428	169733	1574	8305	30	"P"	491	1499	1342	1e-04	0	"HG02723#1#JAHEOU010000204.1_2102082_2414876_1"	"AMY2A-201"	"2A"	"1-2-5-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0"	2102236	"HG02723#1#JAHEOU010000204.1_2102082_2414876_1"	161428	169733
"ENST00000610648.1"	1736	4	1733	"+"	"HG02723#1#JAHEOU010000204.1_2102082_2414876_1"	312794	115087	123511	1720	8424	50	"P"	531	1638	1358	1e-04	0	"HG02723#1#JAHEOU010000204.1_2102082_2414876_1"	"AMY2B-208"	"2B"	"1-2-5-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0"	2102236	"HG02723#1#JAHEOU010000204.1_2102082_2414876_1"	115087	123511
"ENST00000370083.9"	1785	2	1784	"+"	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	545181	315450	324229	1769	8779	0	"P"	557	1686	1686	1e-04	0	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	"AMY1A-201"	"1"	"1-2-5-4-6-3-0-4-2-5-4-0-3-6-4-5-2-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0-4.1-2.0-5.0-4.0-0.1-3.1-6.1-4.1-5.1-2.1-4.0-6.0-3.0-0.0"	19776491	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	315450	324229
"ENST00000370083.9"	1785	2	1784	"-"	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	545181	158935	167715	1769	8780	0	"S"	557	1686	NA	1e-04	0	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	"AMY1A-201"	"1"	"1-2-5-4-6-3-0-4-2-5-4-0-3-6-4-5-2-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0-4.1-2.0-5.0-4.0-0.1-3.1-6.1-4.1-5.1-2.1-4.0-6.0-3.0-0.0"	19776491	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	158935	167715
"ENST00000370083.9"	1785	2	1784	"+"	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	545181	431200	439991	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	"AMY1A-201"	"1"	"1-2-5-4-6-3-0-4-2-5-4-0-3-6-4-5-2-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0-4.1-2.0-5.0-4.0-0.1-3.1-6.1-4.1-5.1-2.1-4.0-6.0-3.0-0.0"	19776491	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	431200	439991
"ENST00000414303.7"	1584	4	1583	"-"	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	545181	197698	205968	1563	8270	0	"P"	488	1488	1488	5e-04	0	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	"AMY2A-201"	"2A"	"1-2-5-4-6-3-0-4-2-5-4-0-3-6-4-5-2-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0-4.1-2.0-5.0-4.0-0.1-3.1-6.1-4.1-5.1-2.1-4.0-6.0-3.0-0.0"	19776491	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	197698	205968
"ENST00000414303.7"	1584	4	1583	"+"	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	545181	277190	285460	1563	8270	0	"S"	488	1488	NA	5e-04	0	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	"AMY2A-201"	"2A"	"1-2-5-4-6-3-0-4-2-5-4-0-3-6-4-5-2-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0-4.1-2.0-5.0-4.0-0.1-3.1-6.1-4.1-5.1-2.1-4.0-6.0-3.0-0.0"	19776491	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	277190	285460
